bcr_patient_barcode,14-3-3_beta,14-3-3_epsilon,14-3-3_zeta,4E-BP1,4E-BP1_pS65,4E-BP1_pT37_T46,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,ACVRL1,ADAR1,AMPK_alpha,AMPK_pT172,AR,ARHI,ARID1A,ASNS,ATM,Acetyl-a-Tubulin-Lys40,Akt,Akt_pS473,Akt_pT308,Annexin-1,Annexin_VII,Axl,B-Raf,BRCA2,BRD4,Bad_pS112,Bak,Bap1-c-4,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD20,CD31,CD49b,CDK1,CDK1_pY15,Caspase-7_cleavedD198,Caspase-8,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERCC1,ERK2,ETS-1,FASN,FOXO3a,FOXO3a_pS318_S321,Fibronectin,FoxM1,G6PD,GAB2,GAPDH,GATA3,GATA6,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,Heregulin,IGFBP2,INPP4B,IRS1,JAB1,JNK2,JNK_pT183_pY185,Ku80,LKB1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,MSH2,MSH6,MYH11,Mre11,Myosin-IIa,Myosin-IIa_pS1943,N-Cadherin,N-Ras,NDRG1_pT346,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PARP1,PARP_cleaved,PCNA,PDCD4,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K-p110-alpha,PI3K-p85,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan_BetaII_pS660,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Paxillin,RBM15,Rab11,Rab25,Rad50,Rad51,Raptor,Rb,Rb_pS807_S811,Rictor,Rictor_pT1135,S6,S6_pS235_S236,S6_pS240_S244,SCD,SETD2,SF2,SLC1A5,STAT3_pY705,STAT5-alpha,Shc_pY317,Smac,Smad1,Smad3,Smad4,Snail,Src,Src_pY416,Src_pY527,Stathmin,Syk,TAZ,TFRC,TIGAR,TSC1,TTF1,Transglutaminase,Tuberin,Tuberin_pT1462,VEGFR2,VHL,XBP1,XRCC1,YAP,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Jun_pS73,c-Kit,c-Met,c-Met_pY1235,c-Myc,cIAP,eEF2,eEF2K,eIF4E,eIF4G,mTOR,mTOR_pS2448,p21,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p62-LCK-ligand,p70S6K,p70S6K_pT389,p90RSK,p90RSK_pT359_S363
TCGA-2F-A9KO-01A-21-A459-20,0.137925936,0.101200606,0.106229176,0.176929197,-0.148941964,-0.338711467,-0.332822809,0.06992071,-0.068548391,-0.399825041,-0.364968508,0.208091888,0.040846434,-0.123784864,-0.170574832,0.379273197,0.148937066,NA,0.161166918,0.510024037,-0.705682426,-0.151590549,-0.165488625,0.277502315,-0.24034411,0.091480694,NA,-0.068261582,NA,NA,-0.321547121,0.141825631,-0.200447001,0.012647849,0.465534474,0.293748623,0.208717299,0.072481813,0.137364472,-0.048076107,0.116878514,-0.107255051,-0.014207726,-0.327488204,-0.00384423,NA,1.024162675,-0.152491613,0.831782942,-0.385325013,-0.125576591,-0.127805919,0.064618799,0.06249987,0.043804495,-0.469789028,0.187222294,-0.411095376,-0.248539871,0.187019268,-0.332809553,-0.102271733,-0.065511766,0.06313698,-0.099195983,0.179767598,-0.187956951,-0.361732233,0.129228643,0.081277734,-0.32351863,0.06550195,-0.01497766,-0.041509486,-0.251980675,0.966815794,-0.152580778,-0.01143492,0.523218654,NA,-0.161563045,0.20292399,0.096127267,-0.418507837,-0.025784223,-0.349450154,-0.088160002,0.486458558,-0.215710002,0.173025598,0.044617248,0.019218882,0.155197417,0.137734412,0.040028537,0.185977383,0.089268372,0.440709109,0.241149009,0.181230868,0.052010901,-0.052912305,0.00132762,0.000932715,0.467493552,0.111614769,NA,-0.61562738,0.18969568,-0.006304641,0.593306921,0.126298855,-0.124522803,-0.021923046,0.01571467,-0.307091157,0.056484463,-0.000932715,-0.29468803,0.110424441,-0.080557861,-0.045573244,0.183268548,0.169907081,0.070883894,0.410135314,0.370756829,0.339500951,-0.105449153,0.019496694,0.091682125,-0.104542536,0.331124181,0.25584196,-0.502661643,-0.027766168,-0.413009074,-0.135205466,-0.023080949,0.031978196,0.366656787,0.218734575,-0.01550406,-0.489183176,2.23824383,0.073906233,0.055841254,-0.639536869,-0.521048935,-0.032105241,0.017169285,-0.089066884,NA,-0.105818597,0.307752098,-0.045528844,0.120088579,-0.231873138,0.157719629,-0.069051941,0.099937282,0.04078893,-0.0527575,-0.006167463,0.115387159,0.072012869,-0.037742212,0.077584564,0.099649331,0.293975894,-0.06910959,0.821333213,-0.365248104,0.129945521,-0.08106893,0.005769088,0.339073123,-0.211810802,-0.058424256,-0.145347825,0.105608259,-0.071359504,-0.067452019,0.080383564,-0.104617884,0.228629499,0.033628916,-0.052599575,-0.154477729,-0.134720649,-0.202114695,0.563871795,-0.013287797,0.169009781,-0.221735247,-0.254227787,-0.413829165,0.060411578,-0.091522643,0.114889194,-0.330499205,-0.408173946,-0.102255696,-0.267482412,-0.376168071,0.167831325,-0.236381732,-0.003830692
TCGA-2F-A9KQ-01A-21-A459-20,-0.062253628,-0.068816561,-0.250989165,-0.32184824,-0.202087826,0.354700179,-0.252265532,0.404134808,0.040281711,-0.203645531,-0.044324503,-0.297641252,0.104453287,-0.092990608,-0.486401902,-0.145773006,0.148034508,NA,-0.213581654,-0.626915371,-0.312332133,-0.143645254,-0.270897436,-0.195432664,-0.700566547,-0.097139704,NA,0.859964454,NA,NA,0.114507834,-0.042058997,0.099275742,0.124800827,-0.171032034,-0.106500345,-0.04363561,0.022542551,-0.699472074,-0.003811912,-0.062253628,-0.000715188,0.032299728,-0.293884755,0.000715188,NA,-0.774511078,-0.126737136,-0.882182155,0.115159201,0.094462312,0.277820876,-0.196195883,-0.032054488,-0.062253628,-0.120216891,-0.120985928,0.801892158,-0.030151007,0.139338238,-0.33688903,0.857076342,-0.152715137,0.129417136,-0.050775844,-0.125623467,0.017065326,0.029155226,-0.16162116,0.067228151,0.343406788,0.11664833,-0.291948631,-0.270743405,0.193556218,-0.381918156,0.199549726,0.23258388,0.388399398,NA,-0.292491639,0.218117479,0.310220572,0.376829523,0.077270681,0.11672186,-0.10429669,-0.693424707,0.005338887,0.772003524,0.799633196,-0.124601795,0.181366298,-0.074647411,0.066768424,-0.036454013,-0.08921726,-0.395242181,-0.472589324,0.213064376,-0.092069948,0.160326415,0.045696405,0.067327066,-0.394761199,-0.148592812,NA,0.176513483,-0.252184051,0.074855092,0.225867442,0.075868428,-0.198783979,0.246772713,-0.062253628,0.989860961,-0.482846096,0.087238777,-0.041753462,1.402448695,0.168128464,0.371273188,-0.210601228,0.024296646,-0.07981231,-0.055545993,0.165233618,0.129561051,0.148954399,0.720252918,-0.024423025,0.118498127,-0.154131097,-0.262813089,0.37711372,0.958540407,0.058835137,0.101594329,0.328797092,0.061927597,-0.148550972,-0.226306914,0.077770597,0.841960831,-0.3456466,-0.005015589,0.013410031,0.251021553,0.241072578,0.259845359,-0.024566665,0.296186383,NA,-0.311345059,0.131728135,-0.013605142,0.679623229,-0.153994559,0.244883721,0.054033177,0.133313589,1.052719297,0.986593041,1.465194791,-0.218851219,-0.301615874,-0.097477499,0.448844762,-0.053122906,-0.210864739,-0.08283547,-0.292749065,-0.491484395,-0.088666205,0.009297141,1.253090651,0.098770961,-0.123170678,-0.158854929,-0.316038106,-0.29382837,0.15856683,0.243199126,0.205423781,0.160449755,0.669602481,0.023842956,-0.05938471,-0.104351803,-0.165793741,-0.245306833,0.045195133,0.023906743,0.01057233,-0.33833473,-0.258751153,0.612587215,0.081642152,0.060860041,-0.090032265,-0.115047464,0.898603544,0.10461852,-0.031443881,0.112551129,-0.020952159,0.604387871,0.102832271
TCGA-2F-A9KR-01A-21-A459-20,0.248219539,0.343613761,0.418778609,-0.080036655,-0.219400317,-0.797650285,0.148998639,-1.2054652,0.169422162,-0.029759063,-0.603681314,0.41953776,0.113453072,-0.011574018,-1.622565853,0.07067223,0.424583412,NA,-0.052594511,-0.682950339,0.441548206,-0.574245662,-0.715375487,-0.177059032,-0.041603127,0.366166526,NA,0.038889796,NA,NA,-0.8328426,0.375957944,-0.230393341,-0.003732987,0.189400334,0.398794254,0.289423406,0.528856092,0.040859376,-0.086146988,0.288567726,0.032462006,0.20849445,-0.264246813,-0.016899089,NA,-0.263911211,0.003732986,1.201764695,-0.163610226,-0.325381996,-0.403534824,0.237696356,-0.096934419,0.703825803,-0.739791671,-0.038057844,-0.30360333,-0.107616819,0.625338231,-0.113652583,-0.514260546,-0.060830021,-0.499870331,0.258414177,-0.168204149,-0.060796288,-0.291382595,0.326523939,0.146743827,-0.551677192,0.261133631,0.10715097,0.459869977,-0.086862227,0.709964237,-0.646252484,0.314886711,-0.010584424,NA,0.247717769,-1.338124356,-1.190156659,-0.724767827,-0.133140671,-0.263540448,0.230867084,0.083061583,0.228302579,0.650095825,-0.116733143,0.261066096,0.342545533,-0.209276567,0.113049838,-0.222184214,0.385457534,0.042987769,-0.577506742,0.210764269,0.281650653,0.211699964,-0.118330936,-0.839549687,1.718825453,0.231386436,NA,-0.602986514,0.211390867,0.327288893,-0.287428346,-0.409518358,-0.125991501,0.060595278,0.008368366,0.994856097,0.159028767,0.18589092,-0.19516472,-1.567381797,0.167316924,-0.1693273,0.222432563,0.036244783,-0.081724203,0.116190027,-0.10909275,-0.084306195,-0.293315371,-0.835358054,0.420961354,-0.144932352,0.110472007,-0.248718642,-1.387109564,-0.639359035,-1.721023849,0.24355138,-0.412547298,-0.582382497,0.285942027,0.485702184,0.213276076,-0.971836508,2.916693331,0.380250268,-0.796758501,-1.517520751,-1.197517773,0.129274743,0.199024745,0.102128776,NA,-0.733818552,-1.765984927,-0.189651911,0.345259709,-0.154934727,0.101749074,0.0278024,0.257614498,0.497780947,-0.608120868,-1.563662599,0.31982688,-0.404708507,0.231930034,-0.562169117,0.248900602,0.182462899,0.134072699,0.337557803,-1.089592662,-0.032685287,0.084123068,0.005562371,0.619831692,-0.417483956,0.267001385,0.02218744,0.426084828,-0.14866102,0.071077706,-1.031880984,-0.143528146,0.523199663,0.291845609,0.263197733,0.019089754,-0.199303314,-0.171406735,-0.390078993,0.395088217,-0.250078718,-0.240924327,-1.018680962,0.265101983,0.328462671,0.151182677,0.258450574,-0.78476278,-1.14757385,-0.045729518,-0.191514485,-0.76214921,0.128545077,-0.358388605,0.074058116
TCGA-2F-A9KT-01A-21-A459-20,0.705616514,0.028556663,0.081159876,0.407978678,0.102214571,-0.669952811,0.225476648,0.022701576,-0.119769693,0.315339401,-0.067158408,-0.021147129,-0.083309263,0.003937032,-0.623613235,-0.255107535,0.086034352,NA,0.984135613,-0.774179466,-0.278515153,-0.351728918,-0.743015557,-0.12637491,0.676360372,0.416968236,NA,-0.027008872,NA,NA,-0.361394008,-0.033824813,-0.169807353,0.43969835,0.037264536,0.039106013,-0.288983456,0.270108335,0.093717044,0.116904454,0.091132437,-0.083682399,0.127383561,0.790739134,-0.082212964,NA,-0.16502363,-0.210325906,-0.010902883,-0.058988708,-0.372411637,-0.004900774,0.11673071,-0.053398253,0.329064215,0.265534699,-0.022992916,1.244476432,-0.1433986,0.352992169,0.538013299,-0.273550761,0.235647742,-0.592433904,0.068771026,-0.242213357,-0.076865562,-0.088764708,0.253392856,-0.071005653,0.938630388,-0.038145421,-0.163078572,1.274855109,-0.107895549,0.205700362,-0.334288655,0.013543759,0.112141154,NA,0.361712212,-0.486416113,-0.580704424,-1.006269487,-0.079413828,-0.168520541,0.317678577,0.038676796,0.171737505,0.391043728,0.057352171,-0.112860446,-0.099816002,-0.148100768,-0.132206625,-0.327524094,0.221966364,0.210326246,-0.409656732,0.852470745,0.106503338,0.138854266,-0.498294814,-0.279626651,0.325366808,0.105541531,NA,0.74953711,0.0024653,0.117803984,-0.444266269,-0.508534452,0.114804807,0.069714494,-0.0300679,1.247229182,0.259025152,0.017797295,0.136117133,-0.55826577,0.210177856,0.225649048,0.383444645,-0.053548763,0.128510831,0.196916969,-0.275565428,-0.192139702,-0.210136315,-0.052350203,-0.043697976,-0.14487966,0.051422875,0.120519675,-0.713828634,-0.542150275,-0.427439821,0.149482254,0.112732962,-0.300258886,-0.124095284,0.161418653,0.031835428,-0.48868792,0.086235284,0.210245143,0.578609508,-0.647016445,-0.750327934,-0.180599283,0.15305489,-0.065926719,NA,-0.282233886,-1.807797965,-0.162912692,0.479411852,0.071049243,0.294290908,0.025948759,0.090093814,1.485541713,0.038033481,0.310743316,0.217249693,-0.272759561,0.107007027,1.100856233,0.246751209,0.131919326,-0.025420342,-0.083774741,-0.291464624,-0.293452454,0.748310969,0.14153439,-0.416547468,0.133438366,0.162132115,-0.224129651,0.652677917,0.021426226,0.090709693,-0.0024653,-0.224748312,-0.263232556,0.035900727,0.112162273,-0.153110816,0.039960856,0.302562993,-0.219707539,0.354658688,-0.292720486,-0.218305193,-0.704549057,0.029502002,0.347005557,-0.123447675,-0.149895272,-0.066711835,-0.497083947,-0.045145034,-0.472218663,-0.249486436,-0.15306864,-0.027574936,-0.240403145
TCGA-4Z-AA7M-01A-21-A458-20,-0.033786105,-0.038083632,0.47895451,-0.098452326,0.048129111,-0.225615256,0.004330689,0.239412543,0.09497402,0.094622194,0.32729254,-0.175399492,-0.034430437,-0.215354878,0.32614412,-0.041461297,0.032494082,NA,0.082310324,0.311587072,0.17272682,-0.08549642,0.180592254,0.027364019,0.222515484,-0.131899303,NA,-0.066249021,NA,NA,0.311104087,0.061957145,0.119120931,-0.081670925,-0.108761138,0.136998048,-0.012208695,0.104334364,0.015804715,0.433245112,-0.03388959,0.067076915,-0.092194846,-0.229024953,-0.100318742,NA,-0.270127202,-0.250846339,-0.409192812,0.226575373,0.265324836,-0.120586577,-0.047839354,-0.675734908,0.160490894,0.04451051,0.280971751,0.736691554,-0.002245123,-0.204729184,0.219954072,-0.073773824,0.277201057,0.300639343,-0.042924397,0.188984621,-0.029143322,0.099543688,-0.018150756,-0.022149842,-0.04645656,0.002245123,0.170703523,0.465206031,-0.021526032,-0.394815728,0.254127708,-0.54868417,0.776525461,NA,-0.125663839,0.411238919,0.333787307,-0.190244155,-0.187613109,-0.237374424,-0.080125288,0.431003714,-0.172115253,0.803690051,-0.310814251,0.074127801,0.007105794,0.009617522,0.041425128,-0.059766901,-0.043482945,-0.159327936,0.601840472,-0.035874105,-0.095879153,-0.059120279,0.012066601,0.025539688,-1.16994837,0.147840215,NA,0.249999224,0.167772099,0.032658741,0.353420805,0.299414975,-0.113368725,0.027303157,0.121086745,0.642903244,-0.228297402,-0.061537832,-0.048720447,-0.162160786,-0.18394104,-0.199821315,0.045535518,0.039182858,-0.11785314,-0.014141967,0.010995548,0.004123928,0.005453806,-0.082088228,-0.063889819,0.101903643,-0.188460986,-0.122055255,0.101554802,0.410455611,0.006002764,-0.016804602,-0.10360189,0.213122887,0.142862107,0.053772261,0.095496747,0.493510267,-0.740619829,0.008999245,-0.339354429,0.166727542,0.047919642,-0.093345027,-0.206331045,-0.011854871,NA,-0.085926012,0.276131617,0.06911558,-0.069893966,-0.042128342,-0.20724213,0.008618963,-0.080537088,0.282969201,0.259574271,0.950770145,-0.052071501,-0.370237808,-0.056469351,-0.382625493,-0.198635637,-0.140724154,-0.009699133,-0.252033222,0.069725205,0.266098594,-0.069346897,-1.716232574,0.178516046,0.217636341,-0.035568385,-0.023686304,0.010424895,-0.023205873,-0.083060585,0.174981919,0.397931433,0.012501766,-0.137263949,-0.079774105,-0.325736871,-0.103535531,-0.101868252,-0.318471582,-0.128844466,0.407724781,-0.012631733,0.09647905,-0.227788205,-0.137222597,0.103561088,-0.027467291,0.028748925,0.359761863,0.323254853,0.103497597,0.293876124,0.221084441,-0.357395604,0.044557091
TCGA-4Z-AA7O-01A-41-A459-20,-0.094994167,-0.021945564,0.026364305,0.16734307,0.020731531,-0.056926013,-0.112410471,0.513474603,0.091999661,0.017291462,0.200854922,-0.127353566,0.037587246,-0.146163873,0.032121411,0.324352142,0.093650083,NA,-0.95407958,0.229455852,-0.341928357,0.183304492,-0.010016866,0.143076588,0.365285011,0.087952107,NA,0.698350626,NA,NA,0.24527891,-0.02913769,0.159346141,-0.028626715,-0.025156067,0.05001107,-0.077893419,-0.027016897,-0.270820921,0.236707129,-0.014930301,-0.139104607,-0.050685856,0.419495971,0.110968994,NA,0.328249565,0.112818898,-0.540266791,-0.009891293,0.007833557,0.158648547,-0.022375973,1.937924937,-0.455496031,-0.27916519,-0.283757468,-0.093553606,-0.157947694,0.116921402,-0.200354149,1.426793798,0.004194103,0.288316885,-0.101067532,-0.234942276,-0.166434462,0.022304829,0.051530637,-0.094685964,0.739538022,0.020669905,-0.15404747,-0.51408047,0.173961128,-0.424888426,-0.267231431,-0.346018313,0.351387901,NA,-0.131755642,0.180226362,0.246576988,0.997590413,0.37037198,0.494171191,0.250597504,-0.352820496,-0.272437135,-0.326648252,0.621785982,0.225012892,0.067434262,-0.189022515,-0.03593914,-0.070234101,-0.007264179,-0.24587415,0.07727229,0.069320725,-0.026841159,-0.047136078,0.145476056,0.315037997,-1.102133035,-0.084018725,NA,0.155639706,-0.140589504,0.057451468,0.555365735,0.481256583,-0.126145496,-0.127311244,-0.123993967,-0.878560184,0.006564492,-0.121836389,-0.283203605,1.031916787,0.15554125,0.317977089,-0.155809981,0.098345642,-0.074229179,-0.085430194,0.230467843,0.36099224,0.159607514,0.708870195,-0.081235553,0.055390303,-0.209378826,-0.039572147,0.469697144,0.142902565,0.147280821,0.145351745,0.728911986,-0.271494393,-0.067473844,0.07039762,-0.012131406,0.23140915,-0.542747985,-0.017674914,0.243581186,-0.327020115,-0.336795533,-0.00028384,-0.101567141,0.040538283,NA,-0.220223838,0.466008963,0.349062915,-0.263430313,0.06372459,0.246113651,-0.035048353,-0.123362344,0.574060877,0.970735691,0.969928616,-0.119269087,-0.161742221,-0.103337059,0.102300659,-0.121011421,-0.008141758,0.00028384,-0.080165036,0.052036217,0.089446993,0.692797739,-0.114262796,-0.117395729,-0.13995625,-0.218788645,-0.31982996,-0.239683618,0.063425047,0.108287846,0.928170481,-0.055582686,-0.291830775,-0.110731644,-0.027545913,-0.235521397,-0.12959978,-0.034269049,0.199096577,0.091678068,0.067403263,0.13464396,0.001981154,0.186198446,-0.180243128,-0.109813742,0.06732266,0.123089034,0.707438524,-0.216166317,-0.380946423,0.297559717,-0.018128949,0.376973245,-0.057969656
TCGA-4Z-AA7Q-01A-21-A458-20,-0.048669315,0.108509353,-0.34284344,-0.287768276,-0.166125175,-0.074754513,-0.113270156,-0.034557884,0.080231573,0.071678081,0.228669891,0.123962693,-0.016768688,-0.184827013,0.201753961,-0.229913482,-0.025898514,NA,0.016545477,0.202517545,-0.938855966,0.100547847,0.091619137,0.133830349,0.669042359,0.18247775,NA,0.074075682,NA,NA,0.264195816,0.240168864,-0.097073973,-0.009388683,0.178626505,-0.032210347,-0.073622027,0.006368079,0.425395651,0.169870886,0.114948103,-0.100253386,0.001132698,0.128714547,-0.165119082,NA,0.965760253,0.100835001,0.087949634,-0.193491051,-0.177063397,-0.086002528,-0.071544974,0.550428994,-0.100625925,0.173769856,0.333092774,0.504934028,-0.08457048,-0.243002619,0.204060232,-0.145081604,0.213112183,0.353130925,-0.115369096,0.240146872,-0.120144262,0.188144747,-0.040306114,0.03662041,0.335888601,-0.179595416,0.124543573,-0.026326402,-0.258750154,0.153747146,-0.237869522,-0.414324316,-0.41716225,NA,0.01252197,0.359669972,0.0444247,0.095522059,0.012400524,0.169471519,-0.006097811,0.699679343,0.043831056,-0.133922905,-0.469260008,-0.161473148,-0.086371993,0.108518545,-0.094075861,-0.363736403,0.158454783,0.705987961,0.142978451,0.258368443,0.129529023,-0.049069143,0.139495252,0.496386053,0.799462173,0.001803441,NA,-0.277107601,0.099204994,0.058291439,0.388609439,0.222949073,0.267200269,-0.266371211,-0.30147886,-0.716187179,0.27437371,-0.090955987,-0.164384357,0.022668937,-0.33313887,-0.256220418,0.048893897,-0.182332653,-0.043910563,-0.004788987,-0.235773795,-0.344786557,0.004323214,0.301624836,-0.087672633,-0.15399741,0.035929993,0.625956762,-0.011298858,-1.158054635,-0.103694424,0.093909876,0.485708769,-0.111059318,0.294282769,0.355584118,-0.03014052,-0.426059353,1.147210666,-0.004233701,-0.022442851,0.705733466,0.381349838,-0.067227065,0.036655169,-0.035656468,NA,0.409712005,0.657664866,0.315403872,0.352574024,0.09871489,0.069694681,-0.044431574,0.000287219,-0.152437405,0.760485697,0.724302311,-0.027129268,1.028776747,-0.08267676,0.947869923,-0.022022099,-0.234800069,-0.048690938,0.140204945,-0.085179972,-0.062229233,-0.231278706,-0.833183342,-0.074788225,0.081104102,-0.249200579,-0.190220849,-0.156082014,0.256983826,-0.105889303,0.236350972,0.033944063,-0.17155248,-0.043091259,-0.030645134,-0.084213272,-0.069366535,-0.104557009,-1.044707013,0.130636628,-0.000287219,-0.026729535,0.065754071,0.236247612,-0.004354924,-0.131368371,-0.188175685,0.393917951,0.394606747,-0.276852108,0.767494685,-0.13622013,-0.026398812,-0.137242958,0.140851356
TCGA-4Z-AA7R-01A-21-A457-20,-0.157443658,-0.063437338,0.072660557,0.109551716,0.269809411,0.646405746,0.421666608,1.172951874,-0.133307124,0.69753692,0.820332645,-0.287887494,0.033194573,-0.300373162,-0.022513235,1.094297003,-0.154595057,NA,0.819254423,0.401025695,-0.598721097,0.137683504,-0.23769419,-0.011959375,-0.499014881,-0.147399263,NA,0.492499552,NA,NA,0.341974074,-0.181577148,0.356457748,0.095089574,-0.31097766,-0.35398877,-0.127782165,-0.080177778,0.20167923,0.417703309,-0.144950327,0.196316771,-0.186741361,0.14749529,0.102185576,NA,-0.611433865,0.238350649,-1.225473696,0.67998753,0.271356462,0.437031194,0.341144548,0.335875355,-0.392777034,0.945562215,-0.24526484,0.168199733,0.387234362,-0.269790514,-0.196516644,0.522278323,-0.488476158,-0.411894127,0.091515256,-0.317533718,0.365943519,0.142780952,0.025951487,-0.176482057,0.451886269,-0.118999768,0.053208724,-0.601165963,0.543795653,0.526177782,0.808627178,-7.39E-05,1.744631963,NA,0.072051686,0.226486914,0.62849258,0.836596867,0.378060486,0.087623984,0.144815493,-0.698523897,-0.14049136,-0.250112627,-0.057370301,-0.395608967,-0.093913214,-0.260211397,-0.207551195,0.286864155,-0.036202324,-0.384653206,-0.40081831,0.287291903,-0.128258671,-0.062424284,-0.114055306,0.21696574,-2.187531337,-0.203540775,NA,0.262725694,-0.214135337,0.046812555,-0.983335589,0.517115145,-0.202303209,-0.114033978,0.327716895,-1.239712133,0.364838531,-0.293659953,0.190152452,-0.556120404,0.10877719,0.220005714,0.215970175,-0.051409103,0.368881517,0.320607591,-0.570823148,-0.648935869,0.131469141,0.454965927,-0.188392707,0.375388507,-0.629315153,-0.416393885,0.294082239,-0.065661443,0.346994972,-0.063051956,-0.082515697,-0.034699767,-0.163083435,-0.118735818,0.29210554,2.269219838,-0.674513182,-0.007577223,0.560424139,-0.007158944,0.248955336,0.042244866,-0.189505108,-0.048760318,NA,-0.187494315,0.895533135,-0.007995482,0.138474311,0.491143628,0.001261908,-0.002706185,-0.208027088,-0.06732679,0.895238713,0.878856949,0.497000344,0.173752287,-0.085952507,0.310922995,7.39E-05,0.078146574,-0.033021808,-0.492454757,0.271727721,0.043779107,0.253731956,-2.033474467,-0.197784861,0.201480605,-0.100954068,-0.179765114,-0.034358002,0.27845881,-0.063374628,-0.121589805,0.279619357,-0.269896179,-0.218227015,0.155034155,-0.031557954,-0.013344704,0.029459595,0.073423131,-0.005048955,0.511168801,-0.049737766,-0.024045374,-0.085881897,-0.27085151,0.203391057,0.127539361,-0.491344179,-0.099475795,-0.147300512,0.882330733,0.251523703,-0.082778774,0.581468897,0.296120646
TCGA-4Z-AA7S-01A-21-A458-20,-0.129572158,0.025739558,0.739547634,0.105831572,-0.090942002,-0.14449975,-0.355416176,0.084819971,0.322118867,0.730654328,0.969934716,-0.350163328,0.072073156,-0.074809116,0.203880108,-0.076716038,0.239013183,NA,-0.040001693,-0.569932099,-0.15497289,-0.029130735,0.040935566,-0.146729361,0.346774003,-0.191053998,NA,0.343784869,NA,NA,0.208228944,-0.195147714,-0.02091812,0.019163638,-0.145984219,-0.125608077,0.16804703,-0.07743278,-0.306365761,0.067554885,-0.069379093,0.100211324,0.149424697,0.034616807,0.129588126,NA,-0.375438892,-0.075946034,-0.354411792,-0.15379843,-0.073501221,0.110865741,0.025071598,0.286123419,0.145718205,-0.032673989,-0.145031901,-0.284393972,-0.003276972,0.005182616,0.069892422,0.901611873,-0.278609798,3.292937987,0.075131169,1.094536393,0.019502355,-0.046337424,-0.184120077,-0.156256134,0.860071018,0.069829304,0.042431023,-1.011441654,0.084209642,0.124126702,-0.203605963,-0.074809116,0.773399609,NA,0.017033926,0.160224456,0.418603753,3.44019277,2.428164272,0.327749338,-0.05019326,-0.029410916,-0.139016513,-0.092289195,0.525784454,-0.268321185,0.258644601,0.20873632,0.005816029,-0.034479532,-0.081012013,-0.91215024,-0.314586876,0.168905032,-0.221325516,0.118507271,0.127964169,-0.24468774,-0.537495563,0.043076042,NA,0.284548291,-0.040484226,0.121225566,-0.051062407,0.190605222,0.311130217,0.38365168,-0.070505631,-0.780053718,-0.319557928,0.237529047,-0.10522889,-0.264194509,0.106582775,0.451644679,-0.4622324,-0.042163651,-0.026312092,0.058864391,-0.221824571,-0.210725564,0.113332696,0.189048495,-0.056113967,0.057846684,-0.066842421,-0.290549555,0.384011611,0.243322513,-0.028453827,-0.085759383,0.23571677,-0.096540579,-0.069077114,-0.085299074,0.109414736,-0.038135526,-0.549824271,-0.112469044,-0.579399034,-0.594124604,-0.368565802,0.459638943,0.207319567,0.190657528,NA,-0.285163589,-0.989310798,0.68635752,0.1507262,0.111851767,-0.099672918,0.103253635,0.023976452,0.681155136,0.445863091,0.947950058,-0.127873371,-0.536814977,-0.176775581,-0.3201714,-0.16162114,-0.396632425,0.043097758,-0.445342967,-0.01497739,0.20341495,0.203031348,1.177336764,0.198262182,-0.196709445,-0.208630759,-0.373469114,-0.343002439,0.368656252,0.189270709,0.570229085,0.182062441,0.097893383,0.157890131,-0.02911293,0.124423449,-0.024140358,-0.281584282,-0.08038442,0.003276972,0.033695115,0.086604731,0.04465103,0.257229557,-0.129047156,0.044012657,-0.12733906,-0.189458007,0.33770241,0.127587054,-0.170394005,0.034638457,-0.033114107,-0.308502004,-0.04872166
