gene,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86,TCGA-4Z-AA87,TCGA-4Z-AA89,TCGA-5N-A9KI,TCGA-5N-A9KM,TCGA-BL-A0C8,TCGA-BL-A13I,TCGA-BL-A13J,TCGA-BL-A3JM,TCGA-BT-A0S7,TCGA-BT-A0YX,TCGA-BT-A20J,TCGA-BT-A20N,TCGA-BT-A20O,TCGA-BT-A20P,TCGA-BT-A20Q,TCGA-BT-A20R,TCGA-BT-A20T,TCGA-BT-A20U,TCGA-BT-A20V,TCGA-BT-A20W,TCGA-BT-A20X,TCGA-BT-A2LA,TCGA-BT-A2LB,TCGA-BT-A2LD,TCGA-BT-A3PH,TCGA-BT-A3PJ,TCGA-BT-A3PK,TCGA-BT-A42B,TCGA-BT-A42C,TCGA-BT-A42E,TCGA-BT-A42F,TCGA-C4-A0EZ,TCGA-C4-A0F0,TCGA-C4-A0F1,TCGA-C4-A0F6,TCGA-C4-A0F7,TCGA-CF-A1HR,TCGA-CF-A1HS,TCGA-CF-A27C,TCGA-CF-A3MF,TCGA-CF-A3MG,TCGA-CF-A3MH,TCGA-CF-A3MI,TCGA-CF-A47S,TCGA-CF-A47T,TCGA-CF-A47V,TCGA-CF-A47W,TCGA-CF-A47X,TCGA-CF-A47Y,TCGA-CF-A5U8,TCGA-CF-A5UA,TCGA-CF-A7I0,TCGA-CF-A8HX,TCGA-CF-A8HY,TCGA-CF-A9FF,TCGA-CF-A9FH,TCGA-CF-A9FL,TCGA-CF-A9FM,TCGA-CU-A0YN,TCGA-CU-A0YO,TCGA-CU-A0YR,TCGA-CU-A3KJ,TCGA-CU-A3QU,TCGA-CU-A3YL,TCGA-CU-A5W6,TCGA-CU-A72E,TCGA-DK-A1A3,TCGA-DK-A1A5,TCGA-DK-A1A6,TCGA-DK-A1A7,TCGA-DK-A1AA,TCGA-DK-A1AB,TCGA-DK-A1AC,TCGA-DK-A1AD,TCGA-DK-A1AE,TCGA-DK-A1AF,TCGA-DK-A1AG,TCGA-DK-A2HX,TCGA-DK-A2I1,TCGA-DK-A2I2,TCGA-DK-A2I4,TCGA-DK-A2I6,TCGA-DK-A3IK,TCGA-DK-A3IL,TCGA-DK-A3IM,TCGA-DK-A3IN,TCGA-DK-A3IQ,TCGA-DK-A3IS,TCGA-DK-A3IT,TCGA-DK-A3IU,TCGA-DK-A3IV,TCGA-DK-A3WW,TCGA-DK-A3WX,TCGA-DK-A3WY,TCGA-DK-A3X1,TCGA-DK-A3X2,TCGA-DK-A6AV,TCGA-DK-A6AW,TCGA-DK-A6B0,TCGA-DK-A6B1,TCGA-DK-A6B2,TCGA-DK-A6B5,TCGA-DK-A6B6,TCGA-DK-AA6L,TCGA-DK-AA6M,TCGA-DK-AA6P,TCGA-DK-AA6Q,TCGA-DK-AA6R,TCGA-DK-AA6S,TCGA-DK-AA6T,TCGA-DK-AA6U,TCGA-DK-AA6W,TCGA-DK-AA6X,TCGA-DK-AA71,TCGA-DK-AA74,TCGA-DK-AA75,TCGA-DK-AA76,TCGA-DK-AA77,TCGA-E5-A2PC,TCGA-E5-A4TZ,TCGA-E5-A4U1,TCGA-E7-A3X6,TCGA-E7-A3Y1,TCGA-E7-A4IJ,TCGA-E7-A4XJ,TCGA-E7-A519,TCGA-E7-A541,TCGA-E7-A5KE,TCGA-E7-A5KF,TCGA-E7-A677,TCGA-E7-A678,TCGA-E7-A6MD,TCGA-E7-A6ME,TCGA-E7-A6MF,TCGA-E7-A7DU,TCGA-E7-A7DV,TCGA-E7-A7PW,TCGA-E7-A7XN,TCGA-E7-A85H,TCGA-E7-A8O7,TCGA-E7-A8O8,TCGA-E7-A97P,TCGA-E7-A97Q,TCGA-FD-A3B3,TCGA-FD-A3B4,TCGA-FD-A3B5,TCGA-FD-A3B6,TCGA-FD-A3B7,TCGA-FD-A3B8,TCGA-FD-A3N5,TCGA-FD-A3N6,TCGA-FD-A3NA,TCGA-FD-A3SJ,TCGA-FD-A3SL,TCGA-FD-A3SM,TCGA-FD-A3SN,TCGA-FD-A3SO,TCGA-FD-A3SP,TCGA-FD-A3SQ,TCGA-FD-A3SR,TCGA-FD-A3SS,TCGA-FD-A43N,TCGA-FD-A43P,TCGA-FD-A43S,TCGA-FD-A43U,TCGA-FD-A43X,TCGA-FD-A43Y,TCGA-FD-A5BR,TCGA-FD-A5BS,TCGA-FD-A5BT,TCGA-FD-A5BU,TCGA-FD-A5BV,TCGA-FD-A5BX,TCGA-FD-A5BY,TCGA-FD-A5BZ,TCGA-FD-A5C0,TCGA-FD-A5C1,TCGA-FD-A62N,TCGA-FD-A62O,TCGA-FD-A62P,TCGA-FD-A62S,TCGA-FD-A6TA,TCGA-FD-A6TB,TCGA-FD-A6TC,TCGA-FD-A6TD,TCGA-FD-A6TE,TCGA-FD-A6TF,TCGA-FD-A6TG,TCGA-FD-A6TH,TCGA-FD-A6TI,TCGA-FD-A6TK,TCGA-FJ-A3Z7,TCGA-FJ-A3Z9,TCGA-FJ-A3ZE,TCGA-FJ-A3ZF,TCGA-FJ-A871,TCGA-FT-A3EE,TCGA-FT-A61P,TCGA-G2-A2EC,TCGA-G2-A2EF,TCGA-G2-A2EJ,TCGA-G2-A2EK,TCGA-G2-A2EL,TCGA-G2-A2EO,TCGA-G2-A2ES,TCGA-G2-A3IB,TCGA-G2-A3IE,TCGA-G2-A3VY,TCGA-G2-AA3B,TCGA-G2-AA3D,TCGA-G2-AA3F,TCGA-GC-A3BM,TCGA-GC-A3I6,TCGA-GC-A3OO,TCGA-GC-A3RB,TCGA-GC-A3RC,TCGA-GC-A3RD,TCGA-GC-A3WC,TCGA-GC-A3YS,TCGA-GC-A4ZW,TCGA-GC-A6I1,TCGA-GC-A6I3,TCGA-GD-A2C5,TCGA-GD-A3OP,TCGA-GD-A3OQ,TCGA-GD-A3OS,TCGA-GD-A6C6,TCGA-GD-A76B,TCGA-GU-A42P,TCGA-GU-A42Q,TCGA-GU-A42R,TCGA-GU-A762,TCGA-GU-A763,TCGA-GU-A764,TCGA-GU-A766,TCGA-GU-A767,TCGA-GU-AATO,TCGA-GU-AATP,TCGA-GU-AATQ,TCGA-GV-A3JV,TCGA-GV-A3JW,TCGA-GV-A3JX,TCGA-GV-A3JZ,TCGA-GV-A3QF,TCGA-GV-A3QG,TCGA-GV-A3QH,TCGA-GV-A3QI,TCGA-GV-A3QK,TCGA-GV-A40E,TCGA-GV-A40G,TCGA-GV-A6ZA,TCGA-H4-A2HO,TCGA-H4-A2HQ,TCGA-HQ-A2OE,TCGA-HQ-A2OF,TCGA-HQ-A5ND,TCGA-HQ-A5NE,TCGA-K4-A3WS,TCGA-K4-A3WU,TCGA-K4-A3WV,TCGA-K4-A4AB,TCGA-K4-A4AC,TCGA-K4-A54R,TCGA-K4-A5RH,TCGA-K4-A5RI,TCGA-K4-A5RJ,TCGA-K4-A6FZ,TCGA-K4-A6MB,TCGA-K4-A83P,TCGA-K4-AAQO,TCGA-KQ-A41N,TCGA-KQ-A41O,TCGA-KQ-A41P,TCGA-KQ-A41Q,TCGA-KQ-A41R,TCGA-KQ-A41S,TCGA-LC-A66R,TCGA-LT-A5Z6,TCGA-LT-A8JT,TCGA-MV-A51V,TCGA-PQ-A6FI,TCGA-PQ-A6FN,TCGA-R3-A69X,TCGA-S5-A6DX,TCGA-S5-AA26,TCGA-SY-A9G0,TCGA-SY-A9G5,TCGA-UY-A78K,TCGA-UY-A78L,TCGA-UY-A78M,TCGA-UY-A78N,TCGA-UY-A78O,TCGA-UY-A78P,TCGA-UY-A8OB,TCGA-UY-A8OC,TCGA-UY-A8OD,TCGA-UY-A9PA,TCGA-UY-A9PB,TCGA-UY-A9PD,TCGA-UY-A9PE,TCGA-UY-A9PF,TCGA-UY-A9PH,TCGA-XF-A8HB,TCGA-XF-A8HC,TCGA-XF-A8HD,TCGA-XF-A8HE,TCGA-XF-A8HF,TCGA-XF-A8HG,TCGA-XF-A8HH,TCGA-XF-A8HI,TCGA-XF-A9SG,TCGA-XF-A9SH,TCGA-XF-A9SI,TCGA-XF-A9SJ,TCGA-XF-A9SK,TCGA-XF-A9SL,TCGA-XF-A9SM,TCGA-XF-A9SP,TCGA-XF-A9SU,TCGA-XF-A9SV,TCGA-XF-A9SW,TCGA-XF-A9SX,TCGA-XF-A9SY,TCGA-XF-A9SZ,TCGA-XF-A9T0,TCGA-XF-A9T2,TCGA-XF-A9T3,TCGA-XF-A9T4,TCGA-XF-A9T5,TCGA-XF-A9T6,TCGA-XF-A9T8,TCGA-XF-AAME,TCGA-XF-AAMF,TCGA-XF-AAMG,TCGA-XF-AAMH,TCGA-XF-AAMJ,TCGA-XF-AAML,TCGA-XF-AAMQ,TCGA-XF-AAMR,TCGA-XF-AAMT,TCGA-XF-AAMW,TCGA-XF-AAMX,TCGA-XF-AAMY,TCGA-XF-AAMZ,TCGA-XF-AAN0,TCGA-XF-AAN1,TCGA-XF-AAN2,TCGA-XF-AAN3,TCGA-XF-AAN4,TCGA-XF-AAN5,TCGA-XF-AAN7,TCGA-XF-AAN8,TCGA-YC-A89H,TCGA-YC-A8S6,TCGA-YC-A9TC,TCGA-YF-AA3L,TCGA-YF-AA3M,TCGA-ZF-A9R0,TCGA-ZF-A9R1,TCGA-ZF-A9R2,TCGA-ZF-A9R3,TCGA-ZF-A9R4,TCGA-ZF-A9R5,TCGA-ZF-A9R7,TCGA-ZF-A9R9,TCGA-ZF-A9RC,TCGA-ZF-A9RD,TCGA-ZF-A9RE,TCGA-ZF-A9RF,TCGA-ZF-A9RG,TCGA-ZF-A9RL,TCGA-ZF-A9RM,TCGA-ZF-A9RN,TCGA-ZF-AA4N,TCGA-ZF-AA4R,TCGA-ZF-AA4T,TCGA-ZF-AA4U,TCGA-ZF-AA4V,TCGA-ZF-AA4W,TCGA-ZF-AA4X,TCGA-ZF-AA51,TCGA-ZF-AA52,TCGA-ZF-AA53,TCGA-ZF-AA54,TCGA-ZF-AA56,TCGA-ZF-AA58,TCGA-ZF-AA5H,TCGA-ZF-AA5N,TCGA-ZF-AA5P
hsa-let-7a-1,12.32816948,12.83889679,12.96908645,13.5706085,12.75202054,12.46872204,13.00196694,12.92150135,13.27644218,11.80947523,12.28998587,12.42232839,12.65377321,12.4780709,12.66308734,12.63192642,12.42802998,13.41432096,12.10541831,11.73889573,12.88561052,13.59576325,12.43716884,12.37914096,12.9430142,12.47639776,11.95672828,12.97723255,13.96410668,12.65125043,12.24117175,12.19788892,13.02853986,12.61934161,12.4498005,12.76023452,13.15713917,12.7641693,12.23067493,12.6787541,12.84554474,12.39713737,11.9737044,12.6682537,11.73881017,12.38773555,12.61701466,12.76423326,11.72294544,11.72461839,12.08235181,12.0392207,13.31706069,13.52366506,12.11095557,12.62898171,12.22167926,12.97786004,13.32596625,12.52837059,13.26303271,13.09937738,13.13284714,12.68572462,12.69853219,11.87554317,13.59781771,12.59432768,13.05614308,11.99117797,12.79390526,13.01228144,13.37294469,12.64288435,13.32438642,12.66331255,13.69658271,13.87662169,12.52167097,12.35412002,12.95252698,13.32421276,12.776458,12.20221374,11.6585466,12.53752656,12.49826293,12.82433546,12.30949021,12.15608546,13.72994563,13.10818384,13.26264814,12.41981612,13.265761,12.72495455,13.21525231,12.33810861,12.16354673,11.69674583,12.18778473,13.07570898,11.79772615,11.55524467,13.74672016,12.6239077,12.04386213,12.998225,11.30151565,11.78457619,12.77195649,12.61491608,12.06879806,12.03602681,12.15577887,13.31361852,11.71039672,12.77424788,13.00680265,13.63031388,12.7425286,12.30033307,12.99835502,12.76607087,13.15794174,13.26882887,12.33432247,12.05383565,11.75530132,12.21604663,12.06476137,12.41992306,12.24925493,13.17638924,12.04966862,12.75977179,12.66996596,12.14662489,13.71633044,11.72409891,11.56366851,13.28587814,13.45612192,12.5492836,12.1250433,12.76562854,12.10375469,11.71285159,12.22292691,13.65522038,12.79796131,12.36695578,12.99757358,14.27674683,13.0440455,13.13046837,12.57601596,11.92209455,12.5072935,12.3599074,13.06298622,12.48119811,12.71122051,11.81901405,12.56920218,13.15048278,12.90193237,12.32776393,11.14313987,11.66324953,13.64031601,12.45690793,11.58131973,11.99374655,13.20251368,11.96691405,12.85796468,11.99915099,12.43488391,12.4297873,12.65569136,11.7678823,12.85449701,11.94964721,12.0381183,11.99758568,12.14044325,12.20159828,12.08109816,12.30529217,11.83298157,12.39593559,12.51851486,12.127261,12.0907554,11.92755936,11.52518062,12.63123959,13.08210071,11.25127081,12.1176505,11.99964605,12.1335843,12.48971497,12.20057936,12.83956229,11.62257185,12.07129041,13.22463488,12.46960818,11.82905657,11.90473369,12.24143581,13.16148742,12.72175435,12.71775324,13.45722644,12.65456442,12.16060779,11.54329397,12.62459294,12.05734837,11.17076791,12.24542332,13.01159368,12.90691744,12.32224742,12.45726602,11.48952236,12.64081249,12.20621618,13.95241157,13.25825887,12.1054211,13.24283046,13.09544606,12.38958952,12.3588824,12.91613413,12.19321156,12.45156627,11.99908228,12.10856555,12.40463698,12.40537601,12.81641519,12.23862788,12.12715133,12.86355067,12.60462753,11.54252551,12.4020162,13.44222122,11.85228122,12.07926234,12.19518567,12.15770432,12.21444613,13.38214393,12.55721833,12.96186818,13.17689968,11.83505575,12.49517045,12.5157894,12.37705945,13.03700152,12.42427914,11.66888569,12.92541381,12.3518474,12.76039458,12.2388937,13.6862162,12.58179519,12.51887336,11.53083203,11.53429142,11.88091641,12.84625046,12.18047271,11.54985133,12.09478299,12.91506225,12.14233889,12.2279245,12.46749559,12.80685631,12.15453215,12.5548194,12.43322964,13.14690897,12.36767116,11.8827005,12.67251439,12.05595456,12.33871082,11.85106603,12.56058397,12.12283867,12.9502999,11.93476822,11.84426854,12.02334145,13.76956404,12.80029148,13.16139551,12.39937028,12.20494499,12.23046713,12.59668282,12.34236229,11.40555714,12.5864612,11.60192234,11.35159083,13.31718699,12.9123771,12.30045103,12.32052713,12.89935763,12.76484786,13.4253054,12.56933825,11.96639771,12.41694656,11.84298752,11.34829751,12.41810165,13.70249531,12.67673277,12.99161962,12.25287491,11.85669801,12.11651157,11.88465529,12.01703911,11.63433374,11.55583027,12.08161693,11.92774961,12.67916949,11.93265459,12.81507468,13.0824047,12.94419984,11.8754457,12.11412265,13.14848857,12.34440233,12.35190037,12.44260565,12.42499443,12.35599203,11.69979601,12.40153168,12.89259724,11.52128036,11.44808546,12.52683821,12.7506731,12.32198291,11.81946954,12.30604699,12.27875623,13.63500015,12.34333864,12.36176154,12.11395509,12.42582478,13.04482659,12.69298883,11.16716729,13.31478567,13.5928845,13.38275655,12.31224212,13.30001865,11.54675116,12.80631642,12.08890509,13.76150133,12.24997094,13.59002559,13.10409233,12.47089515,12.26040635,13.68358163,13.00964329,12.5089577,13.24197318,13.21858363,13.34064483,13.17656828,13.60240128,12.57022475,13.78210689,13.15860476,13.1361471,13.38209006,12.09500321,12.48250874,12.32716726,12.12811366,11.87561643,12.08302598,11.82993226,12.5330423,11.19458915
hsa-let-7a-2,13.32195985,13.84435378,13.96521499,14.57068038,13.74527777,13.49315907,13.99923333,13.91375965,14.25504522,12.80319983,13.29244139,13.42114009,13.67064365,13.46805643,13.65851461,13.64295327,13.40082208,14.40930985,13.11067558,12.73811099,13.89584695,14.58917866,13.42737677,13.38904466,13.94425016,13.4853742,12.95282644,13.97906706,14.965992,13.66537535,13.24754977,13.21140834,14.0202482,13.61338606,13.44178635,13.7484896,14.17241298,13.75297643,13.22260491,13.68563104,13.84362368,13.38238906,12.96155074,13.67483691,12.69967213,13.38127232,13.62957567,13.79518162,12.72635643,12.72022807,13.09132223,13.02962558,14.3346593,14.53508334,13.11109265,13.62715252,13.22296959,14.00375748,14.31774788,13.52413632,14.24349584,14.08220181,14.14867727,13.69847924,13.70274093,12.90182891,14.58981962,13.60119666,14.05682916,12.99058109,13.78963077,14.02542822,14.35033614,13.64520459,14.32379714,13.66368621,14.69135304,14.8684177,13.52527801,13.34264625,13.9675438,14.33693471,13.76580935,13.18484946,12.62933883,13.53550621,13.47500336,13.81319017,13.29471956,13.17128762,14.73756833,14.1155787,14.26270554,13.42374484,14.24935345,13.72235022,14.2176502,13.32573316,13.1620284,12.69813531,13.19135048,14.05310302,12.78962193,12.57286617,14.7490097,13.61458502,13.03595622,13.99104696,12.30917379,12.77359716,13.76292638,13.61539621,13.1096305,13.04776303,13.1686447,14.29819961,12.70965174,13.76071889,14.00305195,14.61541602,13.72536439,13.30058467,14.00481216,13.76914425,14.15285091,14.26346962,13.32249704,13.05135198,12.74441814,13.18609461,13.06310573,13.43510564,13.25064715,14.18369048,13.05556079,13.73676576,13.66501084,13.14854694,14.70742549,12.73976159,12.58236739,14.28584719,14.45363682,13.53181804,13.10276469,13.76637768,13.1006557,12.69876333,13.21991249,14.65674845,13.80034205,13.35070791,13.99172508,15.26708799,14.05419373,14.1256696,13.55686572,12.9069831,13.49669228,13.35348385,14.0522078,13.48356673,13.72876223,12.81438559,13.57529749,14.14679459,13.8961062,13.30558913,12.15313035,12.63095329,14.64126959,13.46324882,12.58209092,12.98270367,14.19805551,12.98604097,13.88013676,12.98909262,13.43547156,13.43762047,13.65494754,12.7801389,13.86075999,12.92814512,13.03185594,12.99397604,13.14713109,13.19551368,13.07639837,13.29129004,12.82821966,13.39541342,13.52978651,13.13923318,13.09278948,12.92790698,12.48982885,13.62946563,14.07343262,12.23566029,13.1141503,12.97743424,13.11990147,13.48626581,13.17232125,13.83991243,12.61889204,13.0617663,14.21099126,13.46560786,12.81725357,12.90752558,13.24462797,14.15972316,13.71372584,13.73241682,14.45357943,13.63580448,13.16733812,12.54569779,13.62433392,13.05333834,12.14176537,13.23470732,13.99577393,13.89713641,13.33912791,13.46753491,12.49739878,13.65075214,13.17332654,14.94203217,14.26148756,13.11265724,14.24008352,14.08703351,13.39834803,13.35746679,13.90012779,13.19079056,13.46692249,13.00469425,13.10073883,13.41447756,13.41610309,13.82220592,13.23584186,13.11813212,13.87363271,13.61836102,12.55031443,13.38809942,14.44416424,12.8419933,13.0607609,13.19372002,13.15184892,13.23824697,14.38570794,13.55220714,13.97792773,14.18749732,12.83746064,13.51021416,13.51993718,13.35707374,14.04304647,13.42907322,12.67642735,13.93197609,13.3434266,13.75779567,13.22486571,14.68312487,13.57113105,13.51185461,12.53383494,12.53254851,12.87462442,13.85230074,13.1558553,12.50543991,13.09826165,13.92015801,13.12651128,13.23175416,13.471055,13.81424584,13.15575989,13.55681337,13.43297048,14.14690897,13.35162639,12.88056752,13.67874003,13.05940781,13.33646713,12.84944295,13.54909867,13.11624886,13.95501662,12.92357642,12.82075128,13.01372112,14.77455331,13.80653045,14.14937925,13.36521795,13.17760322,13.21922625,13.59328007,13.32701099,12.37128932,13.58591434,12.61179709,12.38233405,14.31773587,13.91137246,13.2826621,13.31769707,13.89288418,13.76844016,14.41838476,13.55781526,12.95046778,13.41687817,12.81807838,12.2731688,13.41446391,14.69834638,13.67470846,13.98457501,13.24769324,12.82167446,13.12785052,12.87854016,13.00303108,12.64049999,12.54894721,13.06659971,12.91454413,13.67456949,12.93030133,13.80938698,14.07761873,13.94223626,12.89679382,13.11889996,14.14147528,13.33332012,13.34656034,13.42417443,13.42030693,13.36893317,12.6963845,13.40272498,13.88008413,12.51219178,12.43460796,13.51457511,13.71790404,13.3252615,12.79770804,13.3012097,13.27905177,14.63471184,13.34542208,13.36420262,13.10567905,13.42585127,14.03498908,13.67642827,12.12955,14.31035919,14.56721338,14.38445647,13.29583278,14.29481277,12.55219187,13.80034926,13.06671851,14.74786718,13.24095943,14.5854116,14.09272263,13.46261007,13.26651434,14.6632319,14.00357206,13.49177056,14.24960495,14.22012708,14.35272152,14.13197495,14.59525513,13.55271595,14.7761114,14.15792585,14.11753572,14.38743338,13.098539,13.47457063,13.31111439,13.1369649,12.87088065,13.06929784,12.79457116,13.50575662,12.1845406
hsa-let-7a-3,12.34985386,12.86793755,12.97479719,13.57773626,12.74873808,12.49231881,13.02493185,12.94034285,13.28121021,11.80971604,12.29149136,12.42431391,12.67706755,12.51165079,12.66057003,12.64670097,12.40784616,13.43935069,12.08634913,11.75441021,12.90032647,13.5921671,12.43156071,12.41087808,12.92290062,12.5113672,11.99870206,12.99575667,13.98898528,12.69004135,12.24670901,12.21870588,13.00951231,12.62656043,12.44574827,12.77198195,13.17592504,12.7805799,12.21369252,12.69928736,12.87477625,12.40148236,11.98262632,12.67106992,11.70723695,12.41276345,12.62650682,12.79110483,11.76939141,11.7248076,12.07351928,12.08842032,13.35689403,13.54805117,12.15190596,12.65646458,12.24563004,13.01738168,13.33529729,12.55096696,13.25344895,13.11466478,13.13852292,12.70504353,12.7048936,11.92959014,13.5989335,12.60701079,13.06352362,12.01211081,12.80763129,13.04468201,13.3483164,12.66688852,13.33447585,12.68997138,13.71193823,13.89092466,12.54109023,12.36133792,12.94746193,13.33727966,12.82030662,12.18940889,11.66369679,12.53240763,12.50356289,12.85357929,12.30215298,12.17845146,13.76333584,13.12917929,13.27942408,12.43217634,13.26101731,12.73597529,13.24196023,12.34319926,12.18803224,11.7223736,12.21116203,13.07890477,11.83267584,11.59044836,13.72793541,12.61796645,12.04786377,13.01266108,11.32884969,11.77158946,12.78858944,12.61225841,12.11972675,12.05106062,12.1666433,13.34150781,11.70846775,12.77233098,13.02376687,13.63717286,12.74174131,12.3302606,13.01641909,12.77484678,13.16067954,13.27022366,12.32067844,12.06302347,11.76935019,12.18257111,12.087743,12.43157891,12.27213866,13.18891384,12.04744289,12.76491632,12.67735412,12.14899012,13.71284759,11.74896176,11.59544086,13.28203509,13.46739254,12.55828938,12.11746827,12.77850222,12.11301191,11.72625584,12.21901689,13.66639581,12.8180417,12.383878,13.00546607,14.26729824,13.07393059,13.11674062,12.58907911,11.94760687,12.50782596,12.36394821,13.06858915,12.50070071,12.76910995,11.82349904,12.58259854,13.14934896,12.89194165,12.3226073,11.16780865,11.66208887,13.65106612,12.46267353,11.58773371,11.99182514,13.2109715,11.97211119,12.84177083,12.01227623,12.43816567,12.44866722,12.63983971,11.79184303,12.87227171,11.93934491,12.0239974,12.0086163,12.17518486,12.24538959,12.08645065,12.31061797,11.86138653,12.41373652,12.5453891,12.13544101,12.09749754,11.95520501,11.48707326,12.63690494,13.0883458,11.29566001,12.13335021,12.00484171,12.13354827,12.48308903,12.20071669,12.85984211,11.63952144,12.07589022,13.22870901,12.47564544,11.82350922,11.89870199,12.28090659,13.18890354,12.72991276,12.72659681,13.46685698,12.64337168,12.16640234,11.55195563,12.62264921,12.08201691,11.19160786,12.25195379,13.01176284,12.93525005,12.33856029,12.4680035,11.50894786,12.64381039,12.18253551,13.95922499,13.27194079,12.12174302,13.25188664,13.09403429,12.40464351,12.35749254,12.92221526,12.23528804,12.46838059,12.02100247,12.11384349,12.4325025,12.38386403,12.84707361,12.24306114,12.12926329,12.88897563,12.62487138,11.58130154,12.41081859,13.44406592,11.85864444,12.08057859,12.19758611,12.16641337,12.20843406,13.40491001,12.57989015,12.99340644,13.20922315,11.87032687,12.48797581,12.529961,12.37053211,13.04920507,12.45538561,11.66831705,12.93656872,12.39656593,12.76586814,12.24311297,13.68538291,12.64691447,12.54256095,11.59530214,11.52742783,11.88348622,12.8718997,12.20392553,11.54985133,12.10967476,12.93099424,12.1551958,12.24830101,12.46030379,12.81080992,12.16934848,12.56326508,12.46663207,13.14107209,12.37892627,11.89044614,12.68397041,12.06810076,12.33035945,11.85180319,12.58230428,12.14580087,13.00419765,11.97594868,11.84663697,12.0297551,13.77031353,12.81624115,13.16411127,12.37896059,12.18226169,12.17984433,12.61375633,12.333012,11.3828026,12.58960709,11.64145071,11.37390581,13.3249333,12.92860835,12.31836721,12.34013094,12.90064885,12.79758132,13.42721032,12.57733952,11.95303042,12.4176303,11.88208734,11.35107231,12.43205284,13.70237063,12.65240395,12.99602581,12.254321,11.85377094,12.12505994,11.8910277,12.02040008,11.6645014,11.59591341,12.0960637,11.93169036,12.6763972,11.96542778,12.82366465,13.08107306,12.95772388,11.90738749,12.1105026,13.14651554,12.35689327,12.35353948,12.44997483,12.42933353,12.37460921,11.68286711,12.43122813,12.91193622,11.53156858,11.46470401,12.52320893,12.71976083,12.33898099,11.83140562,12.3323176,12.28491703,13.6561393,12.34395955,12.3586558,12.11328252,12.43590751,13.07237901,12.68641803,11.18685324,13.3310333,13.60193166,13.40067823,12.34513042,13.30599821,11.55114718,12.82005023,12.09911134,13.7600575,12.25882022,13.58936735,13.10903993,12.46774024,12.27826949,13.68058708,13.02330721,12.51554107,13.2510262,13.23049547,13.38461521,13.15918276,13.60864359,12.55366448,13.79660248,13.17144382,13.1489703,13.3824983,12.11728903,12.4870313,12.33329052,12.12903304,11.89477161,12.08302598,11.82776014,12.57080977,11.19259169
